year,adm1,adm3,adm1-adm3,asdf_id,shapeID,qfirms,sales,labour,sercotec,bdd,add,rank_qfirms,rank_sales,rank_labour,rank_sercotec,rank_bdd,rank_add,COORD_X,COORD_Y
2021,Antofagasta,Taltal,Anto-Talt,229,CHL-ADM3-31136180B74958366,718,  24.784279999999999,2563,  18.295985999999999,  18.295985999999999,   0.000000000000000,231,256,209,226,214,229, -70.027035999999995, -25.502943999999999
2021,Atacama,Chanaral,Atac-Chan,230,CHL-ADM3-31136180B92019786,788,  24.516269999999999,1559,  18.096823000000001,  18.096823000000001,   0.000000000000000,220,297,261,245,235,248, -70.365059000000002, -26.421764000000000
2021,Maule,Cauquenes,Maul-Cauq,231,CHL-ADM3-31136180B41373736,2789,  25.559764999999999,5404,  20.231446999999999,  19.357593999999999,  19.691293999999999,93,181,132,48,100,15, -72.305156999999994, -35.967202000000000
2021,Valparaiso,Juan Fernandez,Valp-Juan,232,CHL-ADM3-31136180B69494023,94,  22.176023000000001,355,  15.830533000000001,  15.830533000000001,   0.000000000000000,332,344,319,341,340,341, -79.559881000000004, -32.245704000000003
2021,Valparaiso,Isla de Pascua,Valp-Isla,233,CHL-ADM3-31136180B85582553,289,  24.076882999999999,268,  18.420711000000001,  17.977867000000000,  17.392907999999998,302,328,325,209,248,61,-109.221401999999998, -27.104156000000000
2021,Magallanes,Cabo de Hornos,Maga-Cabo,234,CHL-ADM3-31136180B27290658,173,  28.460232999999999,417,  18.076076000000000,  18.076076000000000,   0.000000000000000,323,4,315,247,237,250, -69.599376000000007, -55.123206000000003
2021,Metropolitana,Talagante,Metr-Tala,235,CHL-ADM3-31136180B61213199,3908,  26.261842000000001,14709,  19.465022000000001,  19.465022000000001,   0.000000000000000,71,143,71,102,85,122, -70.907156000000001, -33.681224999999998
2021,Magallanes,Timaukel,Maga-Tima,236,CHL-ADM3-31136180B40438902,22,  27.766508999999999,41,  16.012734999999999,  16.012734999999999,   0.000000000000000,341,83,343,340,339,340, -70.006353000000004, -54.380099000000001
2021,Aysen,Guaitecas,Ayse-Guai,237,CHL-ADM3-31136180B8010566,102,  27.767579999999999,584,  16.864464999999999,  16.864464999999999,   0.000000000000000,331,72,304,319,317,320, -73.786212000000006, -43.961373000000002
2021,Tarapaca,Alto Hospicio,Tara-Alto,238,CHL-ADM3-31136180B51564749,4480,  26.237707000000000,13520,  20.426863000000001,  20.371213999999998,  17.510467999999999,64,145,75,40,36,56, -70.047450999999995, -20.204283000000000
2021,Antofagasta,Sierra Gorda,Anto-Sier,239,CHL-ADM3-31136180B82994788,129,  23.197550000000000,448,  17.148392999999999,  17.148392999999999,   0.000000000000000,325,340,313,311,309,312, -68.963437999999996, -23.283662000000000
2021,Coquimbo,Combarbala,Coqu-Comb,240,CHL-ADM3-31136180B1870724,652,  24.169149000000001,3316,  18.881249000000000,  18.881249000000000,   0.000000000000000,237,320,181,150,137,161, -70.968996000000004, -31.152753000000001
2021,Coquimbo,Punitaqui,Coqu-Puni,241,CHL-ADM3-31136180B93380977,489,  27.772074000000000,1271,  18.097854000000002,  18.097854000000002,   0.000000000000000,264,28,272,244,234,247, -71.313736000000006, -30.921453000000000
2021,Coquimbo,Paihuano,Coqu-Paih,242,CHL-ADM3-31136180B70186546,414,  27.770032000000000,1711,  18.174092999999999,  18.174092999999999,   0.000000000000000,278,46,251,239,229,242, -70.369161000000005, -30.228816999999999
2021,Coquimbo,Illapel,Coqu-Illa,243,CHL-ADM3-31136180B67775223,1910,  25.276532000000000,5954,  19.625292999999999,  19.099329999999998,  18.731287999999999,118,207,123,88,117,36, -70.978129999999993, -31.553193000000000
2021,Valparaiso,Limache,Valp-Lima,244,CHL-ADM3-31136180B47898861,2879,  25.993041000000002,11832,  19.218650000000000,  19.046710999999998,  17.373296000000000,89,157,83,121,121,63, -71.291166000000004, -33.026535000000003
2021,Valparaiso,Quillota,Valp-Quil,245,CHL-ADM3-31136180B9106864,5685,  26.563948000000000,23104,  19.562467000000002,  19.562467000000002,   0.000000000000000,48,128,45,94,74,117, -71.285552999999993, -32.907673000000003
2021,Aysen,Aysen,Ayse-Ayse,246,CHL-ADM3-31136180B6407382,1861,  25.419889999999999,6293,  20.063179000000002,  19.613318000000000,  19.047851000000001,121,197,120,55,70,32, -74.092258999999999, -45.846251000000002
2021,Valparaiso,Calera,Valp-Cale,247,CHL-ADM3-31136180B32144498,2847,  25.891254000000000,10761,  18.694327000000001,  18.373131999999998,  17.402318000000001,91,162,88,175,203,60, -71.150631000000004, -32.798197000000002
2021,Valparaiso,Nogales,Valp-Noga,248,CHL-ADM3-31136180B20577557,1124,  24.916360999999998,4559,  16.818835000000000,  16.818835000000000,   0.000000000000000,173,241,144,321,319,322, -71.176212000000007, -32.689613999999999
2021,Valparaiso,Calle Larga,Valp-Call,249,CHL-ADM3-31136180B20220017,660,  24.438914000000000,2193,  17.341991000000000,  17.341991000000000,   0.000000000000000,236,304,224,303,299,304, -70.557839000000001, -32.946818000000000
2021,OHiggins,La Estrella,OHig-La E,250,CHL-ADM3-31136180B10171774,305,  23.654879999999999,414,  17.433392999999999,  17.433392999999999,   0.000000000000000,298,338,316,294,288,295, -71.603166999999999, -34.223782000000000
2021,Metropolitana,Paine,Metr-Pain,251,CHL-ADM3-31136180B20285971,4010,  26.431425999999998,19700,  18.847977000000000,  18.847977000000000,   0.000000000000000,70,136,57,156,143,167, -70.750423999999995, -33.863146999999998
2021,"Lagos, Los",Calbuco,Lago-Calb,252,CHL-ADM3-31136180B118034,1542,  25.126881999999998,3481,  18.495550000000001,  18.495550000000001,   0.000000000000000,132,218,173,200,186,205, -73.135013000000001, -41.771610000000003
2021,"Lagos, Los",Chaiten,Lago-Chai,253,CHL-ADM3-31136180B60482324,434,  27.770406000000001,1098,  18.178788999999998,  18.178788999999998,   0.000000000000000,276,41,280,238,228,241, -72.693380000000005, -43.000059000000000
2021,"Rios, Los",Corral,Rios-Corr,254,CHL-ADM3-31136180B1612172,252,  27.768903000000002,955,  17.518039999999999,  17.518039999999999,   0.000000000000000,308,60,287,291,284,292, -73.371801000000005, -39.969335000000001
2021,"Rios, Los",Valdivia,Rios-Vald,255,CHL-ADM3-31136180B52195734,10019,  27.097989999999999,47375,  21.531872000000000,  21.408179000000001,  19.380710000000001,27,107,20,6,9,18, -73.203075999999996, -39.822096999999999
2021,Tarapaca,Iquique,Tara-Iqui,256,CHL-ADM3-31136180B34053824,11896,  27.542262000000001,42539,  21.979872000000000,  21.767840000000000,  20.324710000000000,21,91,24,3,2,4, -70.125366999999997, -20.735232000000000
2021,Coquimbo,La Higuera,Coqu-La H,257,CHL-ADM3-31136180B84728825,222,  27.768839000000000,521,  18.171348999999999,  18.171348999999999,   0.000000000000000,315,63,309,240,230,243, -70.986846999999997, -29.397345999999999
2021,"Lagos, Los",Los Muermos,Lago-Los ,258,CHL-ADM3-31136180B35206702,1315,  25.035944000000001,2236,  19.462854000000000,  18.004435000000001,  19.198101999999999,146,227,222,103,245,28, -73.564372000000006, -41.392327000000002
2021,"Lagos, Los",Maullin,Lago-Maul,259,CHL-ADM3-31136180B66996541,690,  24.236098999999999,2156,  18.291321000000000,  18.291321000000000,   0.000000000000000,233,314,226,229,217,232, -73.580538000000004, -41.607008999999998
2021,"Lagos, Los",Quinchao,Lago-Quin,260,CHL-ADM3-31136180B31258441,413,  23.877669999999998,1992,  18.088180999999999,  18.088180999999999,   0.000000000000000,280,335,236,246,236,249, -73.340553000000000, -42.518079000000000
2021,"Lagos, Los",Curaco de Velez,Lago-Cura,261,CHL-ADM3-31136180B23845697,185,  23.062266000000001,861,  16.972691000000001,  16.972691000000001,   0.000000000000000,321,341,292,316,314,317, -73.584485000000001, -42.430965000000000
2021,Nuble,Treguaco,Nubl-Treg,262,CHL-ADM3-31136180B61410204,209,  27.768450000000001,496,  17.399802000000001,  17.399802000000001,   0.000000000000000,317,65,311,296,292,297, -72.674683999999999, -36.415571000000000
2021,Nuble,Ranquil,Nubl-Ranq,263,CHL-ADM3-31136180B95065659,360,  27.769950000000001,329,  18.098765000000000,  18.098765000000000,   0.000000000000000,290,48,322,243,233,246, -72.588464000000002, -36.650196000000001
2021,Nuble,Portezuelo,Nubl-Port,264,CHL-ADM3-31136180B61944333,246,  27.769037000000001,660,  17.756018000000001,  17.756018000000001,   0.000000000000000,309,57,300,282,274,283, -72.485333999999995, -36.538311000000000
2021,Nuble,Cobquecura,Nubl-Cobq,265,CHL-ADM3-31136180B45430556,242,  22.915195000000001,358,  18.521932000000000,  18.521932000000000,   0.000000000000000,311,342,318,195,181,200, -72.702144000000004, -36.186338999999997
2021,Nuble,Quirihue,Nubl-Quir,266,CHL-ADM3-31136180B77694356,577,  24.230649000000000,2528,  18.515034000000000,  18.515034000000000,   0.000000000000000,248,315,210,196,182,201, -72.549880999999999, -36.229703999999998
2021,Nuble,Coelemu,Nubl-Coel,267,CHL-ADM3-31136180B50962610,929,  24.634802000000001,3068,  18.477833000000000,  18.477833000000000,   0.000000000000000,196,279,190,204,190,209, -72.751176000000001, -36.498489999999997
2021,Nuble,Ninhue,Nubl-Ninh,268,CHL-ADM3-31136180B12577265,236,  27.769113000000001,338,  17.039151000000000,  17.039151000000000,   0.000000000000000,313,55,321,315,313,316, -72.413050999999996, -36.348908999999999
2021,OHiggins,Donihue,OHig-Doni,269,CHL-ADM3-31136180B4768819,1031,  24.963882999999999,3522,  18.834741999999999,  18.834741999999999,   0.000000000000000,185,232,170,157,145,168, -70.927218999999994, -34.204985000000001
2021,OHiggins,Olivar,OHig-Oliv,270,CHL-ADM3-31136180B91027699,970,  25.006443000000001,4147,  18.216958000000002,  18.216958000000002,   0.000000000000000,192,228,155,235,224,238, -70.823025999999999, -34.214123999999998
2021,Metropolitana,Isla de Maipo,Metr-Isla,271,CHL-ADM3-31136180B75267449,1926,  25.531123999999998,7991,  18.696065000000001,  18.696065000000001,   0.000000000000000,116,186,109,174,161,182, -70.965627999999995, -33.751618000000001
2021,Metropolitana,Buin,Metr-Buin,272,CHL-ADM3-31136180B84026940,5749,  26.664383000000001,26926,  19.479040999999999,  19.479040999999999,   0.000000000000000,47,124,39,101,84,121, -70.741129000000001, -33.740468000000000
2021,OHiggins,Rengo,OHig-Reng,273,CHL-ADM3-31136180B64008452,3157,  26.182637000000000,17969,  19.702714000000000,  19.702714000000000,   0.000000000000000,83,150,60,81,61,107, -70.717952999999994, -34.460849000000003
2021,OHiggins,Santa Cruz,OHig-Sant,274,CHL-ADM3-31136180B59701989,3419,  26.191492000000000,14822,  20.788108000000001,  20.520012999999999,  19.340640000000000,76,149,70,25,31,21, -71.391423000000003, -34.643183999999998
2021,OHiggins,Palmilla,OHig-Palm,275,CHL-ADM3-31136180B10105215,1056,  24.855153999999999,4194,  18.977737999999999,  18.977737999999999,   0.000000000000000,182,248,153,142,130,154, -71.359600000000000, -34.521140000000003
2021,Maule,Rio Claro,Maul-Rio ,276,CHL-ADM3-31136180B38650652,886,  24.683714999999999,5596,  18.353562000000000,  17.898979000000001,  17.346492999999999,203,272,130,218,257,64, -71.250483000000003, -35.286267000000002
2021,Maule,Pelarco,Maul-Pela,277,CHL-ADM3-31136180B20323642,576,  24.132095000000000,1818,  17.842753999999999,  17.842753999999999,   0.000000000000000,249,326,245,271,263,272, -71.349217999999993, -35.386423000000001
2021,Maule,San Javier,Maul-San ,278,CHL-ADM3-31136180B55613307,3166,  25.792265000000000,9263,  19.130606000000000,  19.130606000000000,   0.000000000000000,82,167,99,126,113,143, -71.901083999999997, -35.649974000000000
2021,Maule,Villa Alegre,Maul-Vill,279,CHL-ADM3-31136180B23270172,979,  24.663772000000002,1997,  19.767588000000000,  18.284905999999999,  19.510075000000001,190,276,235,76,219,17, -71.690094000000002, -35.700854000000000
2021,Maule,Yerbas Buenas,Maul-Yerb,280,CHL-ADM3-31136180B33024653,1111,  24.606976000000000,3266,  18.253976999999999,  18.253976999999999,   0.000000000000000,176,281,182,233,222,236, -71.562624999999997, -35.702365999999998
2021,Maule,Maule,Maul-Maul,281,CHL-ADM3-31136180B6556412,2489,  25.528742000000001,5462,  19.271512000000001,  19.271512000000001,   0.000000000000000,103,188,131,119,106,137, -71.712830999999994, -35.513385999999997
2021,Maule,San Rafael,Maul-San ,282,CHL-ADM3-31136180B21232874,535,  24.147563000000002,1703,  16.756564999999998,  16.756564999999998,   0.000000000000000,255,324,252,326,324,327, -71.500934999999998, -35.297075999999997
2021,Biobio,Santa Barbara,Biob-Sant,283,CHL-ADM3-31136180B56249766,799,  24.386607000000001,1928,  18.469604000000000,  18.469604000000000,   0.000000000000000,217,310,238,205,191,210, -71.713848999999996, -37.613979999999998
2021,"Araucania, La",Villarrica,Arau-Vill,284,CHL-ADM3-31136180B10315457,4216,  26.224003000000000,13281,  19.598248999999999,  19.598248999999999,   0.000000000000000,66,146,77,90,71,114, -72.203045000000003, -39.292558999999997
2021,"Araucania, La",Pucon,Arau-Puco,285,CHL-ADM3-31136180B69297611,2697,  25.657665999999999,9559,  20.205373000000002,  20.205373000000002,   0.000000000000000,96,175,95,50,39,88, -71.740474000000006, -39.270341999999999
2021,"Araucania, La",PLC,Arau-PLC,286,CHL-ADM3-31136180B65631590,2613,  25.787315000000000,10476,  18.999085000000001,  18.999085000000001,   0.000000000000000,97,168,90,141,128,153, -72.544872999999995, -38.809410999999997
2021,"Lagos, Los",Puerto Octay,Lago-Puer,287,CHL-ADM3-31136180B2787503,527,  24.414867999999998,2032,  17.902505999999999,  17.902505999999999,   0.000000000000000,259,306,232,264,256,266, -72.563139000000007, -40.881469000000003
2021,"Lagos, Los",Frutillar,Lago-Frut,288,CHL-ADM3-31136180B7110076,1622,  25.444367000000000,4888,  18.711231000000002,  18.711231000000002,   0.000000000000000,127,195,138,170,159,180, -73.214511999999999, -41.062089999999998
2021,Valparaiso,La Cruz,Valp-La C,289,CHL-ADM3-31136180B45579929,1352,  25.153604999999999,4766,  18.597978999999999,  18.369876000000001,  17.008136000000000,142,215,141,187,204,68, -71.239934000000005, -32.825617000000001
2021,Maule,Sagrada Familia,Maul-Sagr,290,CHL-ADM3-31136180B17494815,1418,  25.456265999999999,12106,  17.806387000000001,  17.806387000000001,   0.000000000000000,141,192,81,277,269,278, -71.489181000000002, -35.103504999999998
2021,Maule,Retiro,Maul-Reti,291,CHL-ADM3-31136180B33641807,1874,  25.181204000000001,3914,  18.033964999999998,  18.033964999999998,   0.000000000000000,120,213,159,253,243,256, -71.829866999999993, -36.004319000000002
2021,OHiggins,Quinta de Tilcoco,OHig-Quin,292,CHL-ADM3-31136180B18571503,843,  24.865846999999999,3514,  18.051296000000001,  18.051296000000001,   0.000000000000000,213,247,171,251,241,254, -71.004605999999995, -34.360824999999998
2021,Arica y Parinacota,General Lagos,Aric-Gene,293,CHL-ADM3-31136180B48061488,9,  27.766213000000000,10,  16.642544000000001,   0.000000000000000,  16.642544000000001,345,85,345,329,345,70, -69.543847999999997, -17.960858000000002
2021,Antofagasta,SPA,Anto-SPA,294,CHL-ADM3-31136180B31386548,857,  24.316656999999999,3233,  20.605273000000000,  20.572524999999999,  17.170051000000001,210,312,183,31,27,66, -68.277806999999996, -22.984385000000000
2021,Atacama,Tierra Amarilla,Atac-Tier,295,CHL-ADM3-31136180B95255470,600,  24.463301999999999,2906,  18.053138000000001,  18.053138000000001,   0.000000000000000,245,302,195,250,240,253, -69.708282999999994, -27.906416000000000
2021,Valparaiso,Putaendo,Valp-Puta,296,CHL-ADM3-31136180B65831304,892,  24.546429000000000,3060,  17.634660000000000,  17.634660000000000,   0.000000000000000,202,291,191,287,280,288, -70.535724999999999, -32.483446000000001
2021,Coquimbo,Monte Patria,Coqu-Mont,297,CHL-ADM3-31136180B35223985,1686,  24.995709000000002,8236,  20.292614000000000,  19.677682000000001,  19.514610999999999,125,229,106,46,63,16, -70.670024999999995, -30.868758000000000
2021,Coquimbo,Rio Hurtado,Coqu-Rio ,298,CHL-ADM3-31136180B30237415,227,  27.768443999999999,246,  16.580984000000001,  16.580984000000001,   0.000000000000000,314,66,327,331,328,331, -70.642382999999995, -30.441261999999998
2021,Coquimbo,Salamanca,Coqu-Sala,299,CHL-ADM3-31136180B1096311,2227,  25.443615999999999,7027,  19.070055000000000,  19.070055000000000,   0.000000000000000,108,196,115,131,119,147, -70.634034000000000, -31.912068000000001
2021,Valparaiso,San Esteban,Valp-San ,300,CHL-ADM3-31136180B24395096,1022,  24.761977999999999,2663,  18.273575999999998,  18.273575999999998,   0.000000000000000,186,261,206,232,221,235, -70.347858000000002, -32.672652999999997
2021,Valparaiso,Los Andes,Valp-Los ,301,CHL-ADM3-31136180B11723264,3681,  26.199885999999999,15642,  20.527270999999999,  18.992093000000001,  20.284666999999999,74,148,66,37,129,6, -70.294910999999999, -32.939892999999998
2021,Metropolitana,San Jose de Maipo,Metr-San ,302,CHL-ADM3-31136180B52024111,990,  24.884264999999999,3580,  19.676261000000000,  19.676261000000000,   0.000000000000000,188,246,167,83,64,109, -70.095160000000007, -33.698701999999997
2021,Maule,Curico,Maul-Curi,303,CHL-ADM3-31136180B37807523,11710,  27.407572999999999,49783,  20.821918000000000,  20.783210000000000,  17.550909000000001,22,97,17,23,22,53, -70.843029999999999, -35.221516000000001
2021,OHiggins,Machali,OHig-Mach,304,CHL-ADM3-31136180B49811446,2577,  25.777425999999998,8919,  19.650250000000000,  19.650250000000000,   0.000000000000000,98,171,100,85,66,111, -70.333410999999998, -34.316372000000001
2021,Maule,Molina,Maul-Moli,305,CHL-ADM3-31136180B80385193,2575,  25.751246999999999,15849,  19.176414999999999,  19.176414999999999,   0.000000000000000,99,172,65,122,108,139, -70.946982000000006, -35.338039000000002
2021,Maule,Colbun,Maul-Colb,306,CHL-ADM3-31136180B84803036,1248,  24.700847000000000,4238,  18.710657999999999,  18.359909999999999,  17.492718000000000,155,268,152,171,206,57, -70.991200000000006, -36.064872999999999
2021,Maule,San Clemente,Maul-San ,307,CHL-ADM3-31136180B16270297,2515,  25.558843000000000,9893,  19.052652999999999,  18.800324000000000,  17.552119999999999,101,183,92,133,153,52, -70.838629999999995, -35.717258999999999
2021,"Araucania, La",Melipeuco,Arau-Meli,308,CHL-ADM3-31136180B95471842,278,  27.768785999999999,1173,  17.943870000000000,  17.943870000000000,   0.000000000000000,304,64,276,258,250,260, -71.594554000000002, -38.829476999999997
2021,"Rios, Los",Lago Ranco,Rios-Lago,309,CHL-ADM3-31136180B66391641,555,  27.772670999999999,1795,  19.021232000000001,  18.538133999999999,  18.061852999999999,251,24,246,137,180,47, -72.174209000000005, -40.376230999999997
2021,"Rios, Los",Futrono,Rios-Futr,310,CHL-ADM3-31136180B51272327,969,  24.602125999999998,3099,  20.455922999999999,  19.381043999999999,  20.038377000000001,193,283,188,39,95,9, -72.079580000000007, -40.122363999999997
2021,"Lagos, Los",Puerto Varas,Lago-Puer,311,CHL-ADM3-31136180B75153342,4912,  26.698537000000002,20234,  20.162272999999999,  20.162272999999999,   0.000000000000000,58,122,55,51,41,89, -72.420755000000000, -41.229799999999997
2021,"Lagos, Los",Hualaihue,Lago-Hual,312,CHL-ADM3-31136180B25949425,554,  27.772552000000001,1074,  17.832073000000001,  17.832073000000001,   0.000000000000000,252,26,281,272,264,273, -72.426962000000003, -42.138978000000002
2021,"Lagos, Los",Palena,Lago-Pale,313,CHL-ADM3-31136180B5265440,164,  27.768038000000001,198,  16.496711999999999,  16.496711999999999,   0.000000000000000,324,71,330,334,331,334, -71.961944000000003, -43.685144000000001
2021,"Lagos, Los",Futaleufu,Lago-Futa,314,CHL-ADM3-31136180B89884214,365,  27.769428999999999,445,  18.866123000000002,  18.866123000000002,   0.000000000000000,288,53,314,154,141,165, -72.009293999999997, -43.169668999999999
2021,Antofagasta,Ollague,Anto-Olla,315,CHL-ADM3-31136180B40712039,14,  28.459360000000000,82,  15.202911000000000,  15.202911000000000,   0.000000000000000,343,6,338,344,343,344, -68.271261999999993, -21.438116999999998
2021,Tarapaca,Pica,Tara-Pica,316,CHL-ADM3-31136180B10346676,342,  27.769618000000001,612,  18.563043000000000,  18.563043000000000,   0.000000000000000,294,52,302,190,174,195, -68.852152000000004, -20.380011000000000
2021,Atacama,Diego de Almagro,Atac-Dieg,317,CHL-ADM3-31136180B10673940,640,  24.332539000000001,2211,  17.382497999999998,  17.382497999999998,   0.000000000000000,239,311,223,299,295,300, -69.262174999999999, -26.209650000000000
2021,Atacama,Vallenar,Atac-Vall,318,CHL-ADM3-31136180B89699953,2998,  25.786244000000000,8647,  19.407869000000002,  19.407869000000002,   0.000000000000000,86,169,103,108,92,127, -70.636077000000000, -28.688556999999999
2021,Coquimbo,Vicuna,Coqu-Vicu,319,CHL-ADM3-31136180B73699634,1451,  25.134895000000000,8162,  18.433022000000001,  18.433022000000001,   0.000000000000000,138,217,107,208,194,213, -70.397876999999994, -29.935780999999999
2021,Metropolitana,Tiltil,Metr-Tilt,320,CHL-ADM3-31136180B78247313,1071,  24.991443000000000,3816,  18.063358000000001,  18.063358000000001,   0.000000000000000,180,230,162,249,239,252, -70.861692000000005, -33.063349000000002
2021,Valparaiso,Hijuelas,Valp-Hiju,321,CHL-ADM3-31136180B78228736,1212,  25.048351000000000,4526,  17.902950000000001,  17.902950000000001,   0.000000000000000,158,225,145,263,255,265, -71.084110999999993, -32.855839000000003
2021,Valparaiso,Quilpue,Valp-Quil,322,CHL-ADM3-31136180B57754670,7282,  26.719023000000000,25456,  20.379176000000001,  20.379176000000001,   0.000000000000000,37,120,41,43,35,86, -71.252199000000005, -33.142626999999997
2021,Metropolitana,Melipilla,Metr-Meli,323,CHL-ADM3-31136180B31895305,7805,  27.004783000000000,37155,  20.038406999999999,  20.038406999999999,   0.000000000000000,34,110,29,57,42,90, -71.184445999999994, -33.734211999999999
2021,OHiggins,Las Cabras,OHig-Las ,324,CHL-ADM3-31136180B56930597,1668,  25.448018999999999,7161,  20.112186999999999,  19.491737000000001,  19.340640000000000,126,194,114,54,83,22, -71.343086000000000, -34.153094000000003
2021,Metropolitana,San Pedro,Metr-San ,325,CHL-ADM3-31136180B47678864,775,  24.668361999999998,1506,  17.353307999999998,  17.353307999999998,   0.000000000000000,222,274,265,301,297,302, -71.451573999999994, -33.943137000000000
2021,Metropolitana,Alhue,Metr-Alhu,326,CHL-ADM3-31136180B49937959,341,  23.862795999999999,2163,  16.778670999999999,  16.778670999999999,   0.000000000000000,296,336,225,324,322,325, -71.034333000000004, -34.037571000000000
2021,OHiggins,Chimbarongo,OHig-Chim,327,CHL-ADM3-31136180B15441727,2437,  25.657384000000000,10243,  19.883640000000000,  19.013749000000001,  19.340640000000000,104,176,91,66,125,23, -70.982460000000003, -34.751713000000002
2021,OHiggins,Lolol,OHig-Lolo,328,CHL-ADM3-31136180B31059143,630,  24.663103000000000,2335,  18.323111999999998,  18.323111999999998,   0.000000000000000,242,277,217,222,210,225, -71.647260000000003, -34.769300000000001
2021,Maule,Hualane,Maul-Hual,329,CHL-ADM3-31136180B74534187,789,  24.415801999999999,2395,  18.230685999999999,  18.230685999999999,   0.000000000000000,219,305,213,234,223,237, -71.705533000000003, -34.939748999999999
2021,Maule,Rauco,Maul-Rauc,330,CHL-ADM3-31136180B91065456,726,  24.408835000000000,2597,  17.907048000000000,  17.907048000000000,   0.000000000000000,229,308,208,261,253,263, -71.447513000000001, -34.945490999999997
2021,OHiggins,Chepica,OHig-Chep,331,CHL-ADM3-31136180B93890527,1195,  24.779145000000000,5639,  19.029563000000000,  19.029563000000000,   0.000000000000000,162,257,129,135,123,149, -71.346400000000003, -34.795012999999997
2021,Maule,Teno,Maul-Teno,332,CHL-ADM3-31136180B92470011,2085,  25.626901000000000,11151,  18.300585999999999,  18.300585999999999,   0.000000000000000,111,177,86,225,213,228, -71.049457000000004, -34.879446000000002
2021,Maule,Romeral,Maul-Rome,333,CHL-ADM3-31136180B51199857,1297,  25.325125000000000,5944,  18.499534000000001,  18.499534000000001,   0.000000000000000,149,202,124,198,184,203, -70.737943000000001, -35.059111000000001
2021,OHiggins,San Fernando,OHig-San ,334,CHL-ADM3-31136180B51697423,4923,  26.496841000000000,20494,  20.704922000000000,  20.411753999999998,  19.334910000000001,57,132,53,27,33,24, -70.616600000000005, -34.736718000000003
2021,Maule,Parral,Maul-Parr,335,CHL-ADM3-31136180B60705089,3300,  25.907038000000000,9455,  19.397224999999999,  19.397224999999999,   0.000000000000000,79,161,97,109,93,128, -71.653306000000001, -36.245823000000001
2021,Nuble,Pinto,Nubl-Pint,336,CHL-ADM3-31136180B41148781,868,  24.527464999999999,1521,  20.049398000000000,  19.370017000000001,  19.342292000000000,205,295,264,56,96,20, -71.552085000000005, -36.902064000000003
2021,Nuble,San Ignacio,Nubl-San ,337,CHL-ADM3-31136180B80727531,862,  24.564481000000001,2392,  17.668109999999999,  17.668109999999999,   0.000000000000000,209,287,215,284,277,285, -71.995373999999998, -36.819436000000003
2021,Nuble,Pemuco,Nubl-Pemu,338,CHL-ADM3-31136180B27210815,364,  27.770818999999999,870,  16.590121000000000,  16.590121000000000,   0.000000000000000,289,38,291,330,327,330, -72.003313000000006, -36.989697999999997
2021,Nuble,San Nicolas,Nubl-San ,339,CHL-ADM3-31136180B61808571,674,  27.774030000000000,2750,  18.031295000000000,  18.031295000000000,   0.000000000000000,235,21,201,254,244,257, -72.235546999999997, -36.493032999999997
2021,Nuble,San Fabian,Nubl-San ,340,CHL-ADM3-31136180B65273683,274,  27.768917999999999,535,  18.816193999999999,  18.816193999999999,   0.000000000000000,305,59,307,159,147,170, -71.284019000000001, -36.609890999999998
2021,nuble,Niquen,nubl-Niqu,341,CHL-ADM3-31136180B79838723,781,  27.775476999999999,1999,  17.943417000000000,  17.943417000000000,   0.000000000000000,221,18,234,259,251,261, -71.918898999999996, -36.279178999999999
2021,Nuble,El Carmen,Nubl-El C,342,CHL-ADM3-31136180B33710496,833,  24.512772999999999,1690,  18.383751000000000,  18.383751000000000,   0.000000000000000,214,298,253,214,200,218, -71.882520000000000, -36.926389999999998
2021,Nuble,Coihueco,Nubl-Coih,343,CHL-ADM3-31136180B37662101,1544,  25.367051000000000,5023,  18.871381000000000,  18.871381000000000,   0.000000000000000,131,201,135,152,139,163, -71.549998000000002, -36.717334999999999
2021,Tarapaca,Pozo Almonte,Tara-Pozo,344,CHL-ADM3-31136180B86661872,791,  24.555022000000001,3190,  19.150459999999999,  19.150459999999999,   0.000000000000000,218,290,186,125,111,142, -69.372386000000006, -20.669651999999999
